Region,Market,Store,Trade Date,Fiscal Period,Model,Line Of Business,Day Category,Revenue ,Units Sold ,Transaction Category
South South,Cross River,Abi,8-Jan-14,2014-10,4055T,Parts,WorkDay,702840,43,Medium
South South,Cross River,Abi,16-Jan-14,2014-10,3002P,Parts,WorkDay,2709000,36,Medium
South South,Cross River,Abi,17-Jan-14,2014-10,4500C,Service Plan,WorkDay,6241440,35,Medium
South South,Cross River,Abi,18-Jan-14,2014-10,5001C,Parts,WorkDay,111960,40,Medium
South South,Cross River,Abi,20-Jan-14,2014-10,5001C,Service Plan,WorkDay,413280,2,Low
South South,Cross River,Abi,21-Jan-14,2014-10,5001P,Service Plan,WorkDay,1053960,3,Low
South South,Cross River,Abi,29-Jan-14,2014-10,3002P,Parts,WorkDay,432960,53,High
South South,Cross River,Abi,31-Jan-14,2014-10,3002P,Service Plan,WorkDay,12604560,50,Medium
South South,Cross River,Akamkpa,3-Jan-14,2014-10,3002P,Parts,WorkDay,385080,29,Medium
South South,Cross River,Akamkpa,3-Jan-14,2014-10,4055T,Parts,WorkDay,544680,45,Medium
South South,Cross River,Akamkpa,4-Jan-14,2014-10,3002C,Parts,WorkDay,25080,15,Low
South South,Cross River,Akamkpa,7-Jan-14,2014-10,3002P,Parts,WorkDay,1444320,60,High
South South,Cross River,Akamkpa,14-Jan-14,2014-10,2500C,Copier Sale,WorkDay,1330680,2,Low
South South,Cross River,Akamkpa,15-Jan-14,2014-10,2500P,Printer Sale,WorkDay,2127960,3,Low
South South,Cross River,Akamkpa,17-Jan-14,2014-10,3002P,Service Plan,WorkDay,12208440,36,Medium
South South,Cross River,Akamkpa,18-Jan-14,2014-10,5001P,Service Plan,WorkDay,1049280,3,Low
South South,Cross River,Akamkpa,21-Jan-14,2014-10,4500C,Service Plan,WorkDay,6746760,36,Medium
South South,Cross River,Akamkpa,21-Jan-14,2014-10,5001C,Service Plan,WorkDay,58560,14,Low
South South,Cross River,Akamkpa,23-Jan-14,2014-10,5001P,Parts,WorkDay,164280,52,High
South South,Cross River,Akamkpa,31-Jan-14,2014-10,3002C,Service Plan,WorkDay,3723720,17,Low
South South,Cross River,Akpabuyo,3-Jan-14,2014-10,3002P,Parts,WorkDay,4153440,25,Medium
South South,Cross River,Akpabuyo,4-Jan-14,2014-10,2500P,Printer Sale,WorkDay,3056160,4,Low
South South,Cross River,Akpabuyo,7-Jan-14,2014-10,2500C,Copier Sale,WorkDay,1899960,5,Low
South South,Cross River,Akpabuyo,7-Jan-14,2014-10,4055T,Parts,WorkDay,804600,60,High
South South,Cross River,Akpabuyo,7-Jan-14,2014-10,5001C,Parts,WorkDay,162600,35,Medium
South South,Cross River,Akpabuyo,13-Jan-14,2014-10,5001C,Parts,Public Holiday,1065600,39,Medium
South South,Cross River,Akpabuyo,15-Jan-14,2014-10,3002P,Parts,WorkDay,389760,56,High
South South,Cross River,Akpabuyo,18-Jan-14,2014-10,3002C,Service Plan,WorkDay,4408440,20,Low
South South,Cross River,Akpabuyo,19-Jan-14,2014-10,4500P,Service Plan,WorkDay,933360,4,Low
South South,Cross River,Akpabuyo,19-Jan-14,2014-10,5001P,Service Plan,WorkDay,1612920,7,Low
South South,Cross River,Akpabuyo,20-Jan-14,2014-10,3002P,Service Plan,WorkDay,19476240,63,High
South South,Cross River,Akpabuyo,24-Jan-14,2014-10,3002C,Parts,WorkDay,2880,36,Medium
South South,Cross River,Akpabuyo,27-Jan-14,2014-10,5001C,Service Plan,WorkDay,214320,2,Low
South South,Cross River,Akpabuyo,28-Jan-14,2014-10,4500C,Service Plan,WorkDay,11355360,66,High
South South,Cross River,Bakassi,4-Jan-14,2014-10,5001P,Service Plan,WorkDay,631920,2,Low
South South,Cross River,Bakassi,7-Jan-14,2014-10,5001C,Parts,WorkDay,975360,15,Low
South South,Cross River,Bakassi,8-Jan-14,2014-10,2500C,Copier Sale,WorkDay,1414440,4,Low
South South,Cross River,Bakassi,9-Jan-14,2014-10,3002P,Service Plan,WorkDay,11312880,53,High
South South,Cross River,Bakassi,12-Jan-14,2014-10,3002P,Parts,WorkDay,2048040,35,Medium
South South,Cross River,Bakassi,12-Jan-14,2014-10,4500P,Service Plan,WorkDay,993960,3,Low
South South,Cross River,Bakassi,21-Jan-14,2014-10,5001C,Service Plan,WorkDay,141000,54,High
South South,Cross River,Bakassi,23-Jan-14,2014-10,3002C,Service Plan,WorkDay,2408520,15,Low
South South,Cross River,Bakassi,24-Jan-14,2014-10,4055T,Parts,WorkDay,638880,49,Medium
South South,Cross River,Bakassi,25-Jan-14,2014-10,3002P,Parts,WorkDay,163080,45,Medium
South South,Cross River,Bakassi,27-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1614960,4,Low
South South,Cross River,Bakassi,30-Jan-14,2014-10,4500C,Service Plan,WorkDay,9639120,60,High
South South,Cross River,Bakassi,30-Jan-14,2014-10,5001P,Parts,WorkDay,98640,50,Medium
South South,Cross River,Bekwarra,5-Jan-14,2014-10,2500C,Copier Sale,WorkDay,252240,31,Medium
South South,Cross River,Bekwarra,6-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1555200,2,Low
South South,Cross River,Bekwarra,7-Jan-14,2014-10,3002P,Parts,WorkDay,2862960,57,High
South South,Cross River,Bekwarra,8-Jan-14,2014-10,3002C,Service Plan,WorkDay,3328440,17,Low
South South,Cross River,Bekwarra,12-Jan-14,2014-10,3002P,Service Plan,WorkDay,13939560,57,High
South South,Cross River,Bekwarra,12-Jan-14,2014-10,5001C,Service Plan,WorkDay,502560,3,Low
South South,Cross River,Bekwarra,15-Jan-14,2014-10,4055T,Parts,WorkDay,434280,38,Medium
South South,Cross River,Bekwarra,19-Jan-14,2014-10,4500C,Service Plan,WorkDay,8897520,46,Medium
South South,Cross River,Bekwarra,19-Jan-14,2014-10,5001C,Parts,WorkDay,5640,45,Medium
South South,Cross River,Bekwarra,27-Jan-14,2014-10,5001P,Service Plan,WorkDay,976920,2,Low
South South,Cross River,Bekwarra,30-Jan-14,2014-10,3002P,Parts,WorkDay,44760,55,High
South South,Cross River,Biase,10-Jan-14,2014-10,5001C,Service Plan,WorkDay,188880,2,Low
South South,Cross River,Biase,14-Jan-14,2014-10,4500P,Service Plan,WorkDay,906720,3,Low
South South,Cross River,Biase,20-Jan-14,2014-10,5001P,Service Plan,WorkDay,329160,1,Low
South South,Cross River,Biase,21-Jan-14,2014-10,3002P,Service Plan,WorkDay,12984240,35,Medium
South South,Cross River,Biase,21-Jan-14,2014-10,4500C,Service Plan,WorkDay,3126120,14,Low
South South,Cross River,Biase,22-Jan-14,2014-10,3002C,Parts,WorkDay,16680,47,Medium
South South,Cross River,Biase,24-Jan-14,2014-10,4055T,Parts,WorkDay,362400,15,Low
South South,Cross River,Biase,25-Jan-14,2014-10,3002P,Parts,WorkDay,1909200,46,Medium
South South,Cross River,Biase,28-Jan-14,2014-10,3002C,Service Plan,WorkDay,4356840,29,Medium
South South,Cross River,Biase,29-Jan-14,2014-10,2500C,Copier Sale,WorkDay,483000,1,Low
South South,Cross River,Biase,30-Jan-14,2014-10,2500P,Printer Sale,WorkDay,2886000,6,Low
South West,Ekiti,Ado Ekiti,3-Jan-14,2014-10,3002C,Service Plan,WorkDay,405840,1,Low
South West,Ekiti,Ado Ekiti,5-Jan-14,2014-10,2500C,Copier Sale,WorkDay,3041760,6,Low
South West,Ekiti,Ado Ekiti,5-Jan-14,2014-10,3002P,Service Plan,WorkDay,2152560,7,Low
South West,Ekiti,Ado Ekiti,6-Jan-14,2014-10,3002C,Parts,WorkDay,811200,32,Medium
South West,Ekiti,Ado Ekiti,13-Jan-14,2014-10,3002P,Parts,Public Holiday,297720,34,Medium
South West,Ekiti,Ado Ekiti,15-Jan-14,2014-10,3002P,Parts,WorkDay,1021800,27,Medium
South West,Ekiti,Ado Ekiti,16-Jan-14,2014-10,5001P,Parts,WorkDay,750960,23,Medium
South West,Ekiti,Ado Ekiti,18-Jan-14,2014-10,5001C,Parts,WorkDay,21840,41,Medium
South West,Ekiti,Ado Ekiti,22-Jan-14,2014-10,4500C,Service Plan,WorkDay,7277880,33,Medium
South West,Ekiti,Ado Ekiti,22-Jan-14,2014-10,5001P,Service Plan,WorkDay,12790320,43,Medium
South West,Ekiti,Ado Ekiti,23-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1412520,4,Low
South West,Ekiti,Ado Ekiti,26-Jan-14,2014-10,3002C,Parts,WorkDay,321000,15,Low
South West,Ekiti,Ado Ekiti,26-Jan-14,2014-10,5001C,Service Plan,WorkDay,1937160,11,Low
South West,Ekiti,Ado Ekiti,28-Jan-14,2014-10,4055T,Parts,WorkDay,1444200,17,Low
South West,Ekiti,Efon,3-Jan-14,2014-10,3002C,Service Plan,WorkDay,2801160,13,Low
South West,Ekiti,Efon,6-Jan-14,2014-10,2500C,Copier Sale,WorkDay,3218640,8,Low
South West,Ekiti,Efon,7-Jan-14,2014-10,5001C,Parts,WorkDay,756120,59,High
South West,Ekiti,Efon,8-Jan-14,2014-10,3002P,Parts,WorkDay,1257000,47,Medium
South West,Ekiti,Efon,8-Jan-14,2014-10,5001P,Service Plan,WorkDay,2490840,6,Low
South West,Ekiti,Efon,10-Jan-14,2014-10,3002P,Service Plan,WorkDay,11640720,45,Medium
South West,Ekiti,Efon,15-Jan-14,2014-10,2500P,Printer Sale,WorkDay,666120,2,Low
South West,Ekiti,Efon,16-Jan-14,2014-10,4055T,Parts,WorkDay,559800,43,Medium
South West,Ekiti,Efon,22-Jan-14,2014-10,5001C,Service Plan,WorkDay,798960,6,Low
South West,Ekiti,Efon,30-Jan-14,2014-10,4500C,Service Plan,WorkDay,5375520,31,Medium
South West,Ekiti,Ekiti East,4-Jan-14,2014-10,4055T,Parts,WorkDay,2358360,58,High
South West,Ekiti,Ekiti East,5-Jan-14,2014-10,5001C,Service Plan,WorkDay,3332880,20,Low
South West,Ekiti,Ekiti East,6-Jan-14,2014-10,3002P,Service Plan,WorkDay,5434320,23,Medium
South West,Ekiti,Ekiti East,6-Jan-14,2014-10,5001P,Parts,WorkDay,744960,31,Medium
South West,Ekiti,Ekiti East,7-Jan-14,2014-10,3002C,Service Plan,WorkDay,1315200,7,Low
South West,Ekiti,Ekiti East,9-Jan-14,2014-10,5001P,Service Plan,WorkDay,26720760,80,High
South West,Ekiti,Ekiti East,11-Jan-14,2014-10,4500C,Service Plan,WorkDay,10079400,58,High
South West,Ekiti,Ekiti East,18-Jan-14,2014-10,2500C,Copier Sale,WorkDay,3213480,12,Low
South West,Ekiti,Ekiti East,18-Jan-14,2014-10,3002P,Parts,WorkDay,1372080,55,High
South West,Ekiti,Ekiti East,19-Jan-14,2014-10,3002P,Parts,WorkDay,268680,37,Medium
South West,Ekiti,Ekiti East,26-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1370880,2,Low
South West,Ekiti,Ekiti East,29-Jan-14,2014-10,3002C,Parts,WorkDay,417480,18,Low
South West,Ekiti,Ekiti East,30-Jan-14,2014-10,5001C,Parts,WorkDay,388440,46,Medium
South West,Ekiti,Ekiti South-West,4-Jan-14,2014-10,3002P,Parts,WorkDay,4387080,23,Medium
South West,Ekiti,Ekiti South-West,6-Jan-14,2014-10,3002C,Parts,WorkDay,260880,40,Medium
South West,Ekiti,Ekiti South-West,10-Jan-14,2014-10,5001P,Parts,WorkDay,2989200,43,Medium
South West,Ekiti,Ekiti South-West,12-Jan-14,2014-10,2500P,Printer Sale,WorkDay,3152040,5,Low
South West,Ekiti,Ekiti South-West,16-Jan-14,2014-10,3002P,Parts,WorkDay,255840,30,Medium
South West,Ekiti,Ekiti South-West,18-Jan-14,2014-10,3002C,Service Plan,WorkDay,1523280,9,Low
South West,Ekiti,Ekiti South-West,19-Jan-14,2014-10,3002P,Service Plan,WorkDay,6867000,27,Medium
South West,Ekiti,Ekiti South-West,20-Jan-14,2014-10,2500C,Copier Sale,WorkDay,2163720,5,Low
South West,Ekiti,Ekiti South-West,22-Jan-14,2014-10,5001P,Service Plan,WorkDay,27002880,117,High
South West,Ekiti,Ekiti South-West,23-Jan-14,2014-10,5001C,Parts,WorkDay,290760,13,Low
South West,Ekiti,Ekiti South-West,25-Jan-14,2014-10,5001C,Service Plan,WorkDay,3109440,22,Medium
South West,Ekiti,Ekiti South-West,29-Jan-14,2014-10,4500C,Service Plan,WorkDay,13567680,80,High
South West,Ekiti,Ekiti South-West,30-Jan-14,2014-10,4055T,Parts,WorkDay,826440,15,Low
South West,Ekiti,Ekiti South-West,31-Jan-14,2014-10,3002C,Parts,WorkDay,1407360,56,High
South West,Ekiti,Ekiti West,5-Jan-14,2014-10,5001C,Parts,WorkDay,769560,21,Medium
South West,Ekiti,Ekiti West,6-Jan-14,2014-10,5001P,Service Plan,WorkDay,15879960,49,Medium
South West,Ekiti,Ekiti West,7-Jan-14,2014-10,3002C,Parts,WorkDay,64080,42,Medium
South West,Ekiti,Ekiti West,7-Jan-14,2014-10,3002P,Parts,WorkDay,1248000,36,Medium
South West,Ekiti,Ekiti West,10-Jan-14,2014-10,4055T,Parts,WorkDay,713760,40,Medium
South West,Ekiti,Ekiti West,17-Jan-14,2014-10,5001C,Service Plan,WorkDay,2030640,8,Low
South West,Ekiti,Ekiti West,24-Jan-14,2014-10,3002P,Service Plan,WorkDay,2692200,6,Low
South West,Ekiti,Ekiti West,25-Jan-14,2014-10,2500C,Copier Sale,WorkDay,1890960,7,Low
South West,Ekiti,Ekiti West,25-Jan-14,2014-10,5001C,Parts,WorkDay,70800,38,Medium
South West,Ekiti,Ekiti West,25-Jan-14,2014-10,5001P,Parts,WorkDay,806640,60,High
South West,Ekiti,Ekiti West,26-Jan-14,2014-10,3002C,Service Plan,WorkDay,1703280,9,Low
South West,Ekiti,Ekiti West,26-Jan-14,2014-10,3002P,Parts,WorkDay,286320,10,Low
South West,Ekiti,Ekiti West,30-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1052880,2,Low
South West,Ekiti,Ekiti West,31-Jan-14,2014-10,4500C,Service Plan,WorkDay,7419840,40,Medium
South West,Ekiti,Emure,6-Jan-14,2014-10,3002P,Parts,WorkDay,73680,33,Medium
South West,Ekiti,Emure,6-Jan-14,2014-10,4500C,Service Plan,WorkDay,9689880,55,High
South West,Ekiti,Emure,8-Jan-14,2014-10,3002C,Parts,WorkDay,156000,32,Medium
South West,Ekiti,Emure,13-Jan-14,2014-10,2500C,Copier Sale,Public Holiday,2421360,5,Low
South West,Ekiti,Emure,14-Jan-14,2014-10,5001P,Service Plan,WorkDay,3860760,11,Low
South West,Ekiti,Emure,15-Jan-14,2014-10,3002P,Parts,WorkDay,3532320,33,Medium
South West,Ekiti,Emure,17-Jan-14,2014-10,3002C,Service Plan,WorkDay,3580800,24,Medium
South West,Ekiti,Emure,17-Jan-14,2014-10,4055T,Parts,WorkDay,622920,47,Medium
South West,Ekiti,Emure,19-Jan-14,2014-10,5001C,Service Plan,WorkDay,524880,4,Low
South West,Ekiti,Emure,22-Jan-14,2014-10,5001C,Parts,WorkDay,11160,37,Medium
South West,Ekiti,Emure,27-Jan-14,2014-10,3002P,Service Plan,WorkDay,19733160,86,High
South West,Ekiti,Emure,30-Jan-14,2014-10,2500P,Printer Sale,WorkDay,3387600,4,Low
South West,Ekiti,Gbonyin,6-Jan-14,2014-10,3002P,Parts,WorkDay,1478160,55,High
South West,Ekiti,Gbonyin,6-Jan-14,2014-10,4500C,Service Plan,WorkDay,4875480,33,Medium
South West,Ekiti,Gbonyin,7-Jan-14,2014-10,4055T,Parts,WorkDay,240600,44,Medium
South West,Ekiti,Gbonyin,8-Jan-14,2014-10,3002C,Service Plan,WorkDay,2175240,11,Low
South West,Ekiti,Gbonyin,11-Jan-14,2014-10,3002P,Service Plan,WorkDay,5406000,25,Medium
South West,Ekiti,Gbonyin,14-Jan-14,2014-10,3002C,Parts,WorkDay,630480,17,Low
South West,Ekiti,Gbonyin,18-Jan-14,2014-10,3002P,Parts,WorkDay,319080,53,High
South West,Ekiti,Gbonyin,18-Jan-14,2014-10,5001C,Service Plan,WorkDay,1560360,5,Low
South West,Ekiti,Gbonyin,18-Jan-14,2014-10,5001P,Service Plan,WorkDay,14510640,51,High
South West,Ekiti,Gbonyin,26-Jan-14,2014-10,5001C,Parts,WorkDay,263760,34,Medium
South West,Ekiti,Gbonyin,27-Jan-14,2014-10,2500C,Copier Sale,WorkDay,705600,2,Low
South West,Ekiti,Gbonyin,28-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1301640,2,Low
South West,Ogun,Abeokuta North,3-Jan-14,2014-10,4055T,Parts,WorkDay,414480,20,Low
South West,Ogun,Abeokuta North,4-Jan-14,2014-10,3002P,Service Plan,WorkDay,10083720,24,Medium
South West,Ogun,Abeokuta North,7-Jan-14,2014-10,3002C,Parts,WorkDay,38520,47,Medium
South West,Ogun,Abeokuta North,9-Jan-14,2014-10,3002C,Service Plan,WorkDay,2128080,8,Low
South West,Ogun,Abeokuta North,11-Jan-14,2014-10,5001C,Parts,WorkDay,27000,42,Medium
South West,Ogun,Abeokuta North,11-Jan-14,2014-10,5001C,Service Plan,WorkDay,325200,1,Low
South West,Ogun,Abeokuta North,13-Jan-14,2014-10,3002P,Parts,Public Holiday,773400,15,Low
South West,Ogun,Abeokuta North,15-Jan-14,2014-10,2500C,Copier Sale,WorkDay,1202520,3,Low
South West,Ogun,Abeokuta North,15-Jan-14,2014-10,4500C,Service Plan,WorkDay,8769480,35,Medium
South West,Ogun,Abeokuta North,18-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1235640,1,Low
South West,Ogun,Abeokuta North,18-Jan-14,2014-10,5001C,Parts,WorkDay,953760,24,Medium
South West,Ogun,Abeokuta North,24-Jan-14,2014-10,5001P,Service Plan,WorkDay,1104720,4,Low
South West,Ogun,Abeokuta North,31-Jan-14,2014-10,3002P,Parts,WorkDay,1857240,36,Medium
South West,Ogun,Abeokuta South,4-Jan-14,2014-10,2500C,Copier Sale,WorkDay,2321040,7,Low
South West,Ogun,Abeokuta South,4-Jan-14,2014-10,3002C,Service Plan,WorkDay,2977560,18,Low
South West,Ogun,Abeokuta South,7-Jan-14,2014-10,4500P,Service Plan,WorkDay,681360,3,Low
South West,Ogun,Abeokuta South,8-Jan-14,2014-10,5001P,Parts,WorkDay,499320,19,Low
South West,Ogun,Abeokuta South,11-Jan-14,2014-10,3002C,Parts,WorkDay,63600,21,Medium
South West,Ogun,Abeokuta South,15-Jan-14,2014-10,5001C,Service Plan,WorkDay,942840,5,Low
South West,Ogun,Abeokuta South,20-Jan-14,2014-10,3002P,Service Plan,WorkDay,9390600,26,Medium
South West,Ogun,Abeokuta South,24-Jan-14,2014-10,2500P,Printer Sale,WorkDay,5391600,7,Low
South West,Ogun,Abeokuta South,25-Jan-14,2014-10,3002P,Parts,WorkDay,427560,45,Medium
South West,Ogun,Abeokuta South,26-Jan-14,2014-10,5001P,Service Plan,WorkDay,1773600,6,Low
South West,Ogun,Abeokuta South,27-Jan-14,2014-10,3002P,Parts,WorkDay,2084400,13,Low
South West,Ogun,Abeokuta South,28-Jan-14,2014-10,4055T,Parts,WorkDay,1350960,14,Low
South West,Ogun,Abeokuta South,29-Jan-14,2014-10,4500C,Service Plan,WorkDay,17313480,100,High
South West,Ogun,Ado-Odo/Ota,4-Jan-14,2014-10,3002C,Service Plan,WorkDay,4670760,19,Low
South West,Ogun,Ado-Odo/Ota,5-Jan-14,2014-10,3002C,Parts,WorkDay,121440,59,High
South West,Ogun,Ado-Odo/Ota,9-Jan-14,2014-10,4055T,Parts,WorkDay,1236360,28,Medium
South West,Ogun,Ado-Odo/Ota,12-Jan-14,2014-10,2500C,Copier Sale,WorkDay,2623320,6,Low
South West,Ogun,Ado-Odo/Ota,15-Jan-14,2014-10,5001C,Parts,WorkDay,24480,22,Medium
South West,Ogun,Ado-Odo/Ota,16-Jan-14,2014-10,3002P,Parts,WorkDay,2377320,24,Medium
South West,Ogun,Ado-Odo/Ota,17-Jan-14,2014-10,5001P,Service Plan,WorkDay,5592600,23,Medium
South West,Ogun,Ado-Odo/Ota,18-Jan-14,2014-10,3002P,Service Plan,WorkDay,24987840,67,High
South West,Ogun,Ado-Odo/Ota,22-Jan-14,2014-10,3002C,Parts,WorkDay,67920,19,Low
South West,Ogun,Ado-Odo/Ota,22-Jan-14,2014-10,3002P,Parts,WorkDay,256560,20,Low
South West,Ogun,Ado-Odo/Ota,23-Jan-14,2014-10,2500P,Printer Sale,WorkDay,2149440,3,Low
South West,Ogun,Ado-Odo/Ota,23-Jan-14,2014-10,4500C,Service Plan,WorkDay,14440680,60,High
South West,Ogun,Ado-Odo/Ota,23-Jan-14,2014-10,5001C,Service Plan,WorkDay,1247760,5,Low
South West,Ogun,Ado-Odo/Ota,30-Jan-14,2014-10,3002C,Parts,WorkDay,59400,55,High
South West,Ogun,Ado-Odo/Ota,31-Jan-14,2014-10,5001P,Parts,WorkDay,1241880,34,Medium
South West,Ondo,Akoko North-East,4-Jan-14,2014-10,5001C,Service Plan,WorkDay,40320,47,Medium
South West,Ondo,Akoko North-East,6-Jan-14,2014-10,3002C,Parts,WorkDay,50160,14,Low
South West,Ondo,Akoko North-East,18-Jan-14,2014-10,2500P,Printer Sale,WorkDay,2856840,3,Low
South West,Ondo,Akoko North-East,19-Jan-14,2014-10,2500C,Copier Sale,WorkDay,3140040,10,Low
South West,Ondo,Akoko North-East,22-Jan-14,2014-10,4500C,Service Plan,WorkDay,9808440,55,High
South West,Ondo,Akoko North-East,23-Jan-14,2014-10,3002P,Parts,WorkDay,2425320,30,Medium
South West,Ondo,Akoko North-East,23-Jan-14,2014-10,3002P,Service Plan,WorkDay,14142600,46,Medium
South West,Ondo,Akoko North-East,23-Jan-14,2014-10,5001P,Parts,WorkDay,450000,21,Medium
South West,Ondo,Akoko North-East,26-Jan-14,2014-10,3002P,Parts,WorkDay,62760,25,Medium
South West,Ondo,Akoko North-East,27-Jan-14,2014-10,3002C,Service Plan,WorkDay,3948480,23,Medium
South West,Ondo,Akoko North-East,28-Jan-14,2014-10,5001P,Service Plan,WorkDay,1407240,5,Low
South West,Ondo,Akoko North-East,31-Jan-14,2014-10,4055T,Parts,WorkDay,858120,42,Medium
South West,Ondo,Akoko North-West,4-Jan-14,2014-10,4500C,Service Plan,WorkDay,10164000,53,High
South West,Ondo,Akoko North-West,7-Jan-14,2014-10,3002C,Service Plan,WorkDay,2263080,15,Low
South West,Ondo,Akoko North-West,9-Jan-14,2014-10,2500C,Copier Sale,WorkDay,3677880,11,Low
South West,Ondo,Akoko North-West,9-Jan-14,2014-10,3002P,Parts,WorkDay,1913520,57,High
South West,Ondo,Akoko North-West,11-Jan-14,2014-10,3002C,Parts,WorkDay,59400,32,Medium
South West,Ondo,Akoko North-West,11-Jan-14,2014-10,4055T,Parts,WorkDay,420240,30,Medium
South West,Ondo,Akoko North-West,16-Jan-14,2014-10,5001P,Parts,WorkDay,90240,43,Medium
South West,Ondo,Akoko North-West,17-Jan-14,2014-10,3002C,Parts,WorkDay,27600,33,Medium
South West,Ondo,Akoko North-West,18-Jan-14,2014-10,2500P,Printer Sale,WorkDay,2162640,5,Low
South West,Ondo,Akoko North-West,18-Jan-14,2014-10,3002C,Parts,WorkDay,28920,20,Low
South West,Ondo,Akoko North-West,20-Jan-14,2014-10,4500P,Service Plan,WorkDay,13800,49,Medium
South West,Ondo,Akoko North-West,22-Jan-14,2014-10,3002P,Service Plan,WorkDay,10008000,33,Medium
South West,Ondo,Akoko North-West,22-Jan-14,2014-10,5001P,Service Plan,WorkDay,962280,3,Low
South West,Ondo,Akoko North-West,27-Jan-14,2014-10,3002P,Parts,WorkDay,311160,34,Medium
South West,Ondo,Akoko North-West,27-Jan-14,2014-10,5001C,Service Plan,WorkDay,119880,49,Medium
South West,Ondo,Akoko North-West,31-Jan-14,2014-10,5001C,Parts,WorkDay,8160,17,Low
South West,Ondo,Akoko South-East,6-Jan-14,2014-10,5001C,Service Plan,WorkDay,803640,4,Low
South West,Ondo,Akoko South-East,8-Jan-14,2014-10,5001C,Parts,WorkDay,118920,39,Medium
South West,Ondo,Akoko South-East,12-Jan-14,2014-10,4055T,Parts,WorkDay,2445960,60,High
South West,Ondo,Akoko South-East,14-Jan-14,2014-10,2500C,Copier Sale,WorkDay,696480,1,Low
South West,Ondo,Akoko South-East,14-Jan-14,2014-10,5001P,Parts,WorkDay,212640,58,High
South West,Ondo,Akoko South-East,19-Jan-14,2014-10,5001P,Service Plan,WorkDay,656400,3,Low
South West,Ondo,Akoko South-East,21-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1995240,2,Low
South West,Ondo,Akoko South-East,21-Jan-14,2014-10,3002P,Parts,WorkDay,1224360,25,Medium
South West,Ondo,Akoko South-East,21-Jan-14,2014-10,3002P,Service Plan,WorkDay,10803240,33,Medium
South West,Ondo,Akoko South-East,24-Jan-14,2014-10,3002C,Service Plan,WorkDay,2647680,10,Low
South West,Ondo,Akoko South-East,24-Jan-14,2014-10,4500C,Service Plan,WorkDay,4212000,17,Low
South West,Ondo,Akoko South-East,25-Jan-14,2014-10,3002P,Parts,WorkDay,523320,34,Medium
South West,Ondo,Akoko South-West,5-Jan-14,2014-10,4055T,Parts,WorkDay,81480,15,Low
South West,Ondo,Akoko South-West,8-Jan-14,2014-10,4500P,Service Plan,WorkDay,774720,4,Low
South West,Ondo,Akoko South-West,8-Jan-14,2014-10,5001C,Parts,WorkDay,16680,39,Medium
South West,Ondo,Akoko South-West,8-Jan-14,2014-10,5001C,Service Plan,WorkDay,195720,1,Low
South West,Ondo,Akoko South-West,9-Jan-14,2014-10,2500C,Copier Sale,WorkDay,1954320,7,Low
South West,Ondo,Akoko South-West,11-Jan-14,2014-10,3002P,Parts,WorkDay,185040,40,Medium
South West,Ondo,Akoko South-West,15-Jan-14,2014-10,3002C,Service Plan,WorkDay,2183160,10,Low
South West,Ondo,Akoko South-West,23-Jan-14,2014-10,5001P,Service Plan,WorkDay,1176840,6,Low
South West,Ondo,Akoko South-West,24-Jan-14,2014-10,3002P,Parts,WorkDay,2082000,24,Medium
South West,Ondo,Akoko South-West,25-Jan-14,2014-10,4500C,Service Plan,WorkDay,5165640,30,Medium
South West,Ondo,Akoko South-West,26-Jan-14,2014-10,3002P,Service Plan,WorkDay,9875400,39,Medium
South West,Ondo,Akoko South-West,29-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1441200,3,Low
South West,Ondo,Akure North,7-Jan-14,2014-10,2500P,Printer Sale,WorkDay,2381280,5,Low
South West,Ondo,Akure North,7-Jan-14,2014-10,4055T,Parts,WorkDay,480960,46,Medium
South West,Ondo,Akure North,13-Jan-14,2014-10,3002C,Service Plan,Public Holiday,3487200,15,Low
South West,Ondo,Akure North,16-Jan-14,2014-10,5001P,Parts,WorkDay,58920,40,Medium
